id,status,observacao
2072,CONCLUÍDA,
2073,CONCLUÍDA,
2074,CONCLUÍDA,
2075,CONCLUÍDA,
2076,CONCLUÍDA,
2077,CONCLUÍDA,
2078,CONCLUÍDA,
2079,CONCLUÍDA,
2080,IMPEDIDA,Dados de teste inexistentes (testes)
2081,CONCLUÍDA,
2082,CONCLUÍDA,
2083,CONCLUÍDA,
2084,CONCLUÍDA,
2085,CONCLUÍDA,
2086,CONCLUÍDA,
2087,CONCLUÍDA,
2088,CONCLUÍDA,
2089,CONCLUÍDA,
2090,CONCLUÍDA,
2091,CONCLUÍDA,
2092,CONCLUÍDA,
2093,IMPEDIDA,Erro de parsing de schema (testes)
2094,CONCLUÍDA,
2095,CONCLUÍDA,
2096,CONCLUÍDA,
2097,CONCLUÍDA,
2098,CONCLUÍDA,
2099,CONCLUÍDA,
2100,CONCLUÍDA,
2101,CONCLUÍDA,
2102,CONCLUÍDA,
2103,CONCLUÍDA,
2104,CONCLUÍDA,
2105,CONCLUÍDA,
2106,IMPEDIDA,Dependência externa indisponível (testes)
2107,CONCLUÍDA,
2108,CONCLUÍDA,
2109,CONCLUÍDA,
2110,CONCLUÍDA,
2111,CONCLUÍDA,
2112,CONCLUÍDA,
2113,CONCLUÍDA,
2114,CONCLUÍDA,
2115,CONCLUÍDA,
2116,CONCLUÍDA,
2117,CONCLUÍDA,
2118,CONCLUÍDA,
2119,IMPEDIDA,Ambiguidade de requisitos de qualidade
2120,CONCLUÍDA,
2121,CONCLUÍDA,
2122,CONCLUÍDA,
2123,CONCLUÍDA,
2124,CONCLUÍDA,
2125,CONCLUÍDA,
2126,CONCLUÍDA,
2127,CONCLUÍDA,
2128,CONCLUÍDA,
2129,CONCLUÍDA,
2130,CONCLUÍDA,
2131,CONCLUÍDA,
2132,IMPEDIDA,Permissão insuficiente (acesso a testes)
2133,CONCLUÍDA,
2134,CONCLUÍDA,
2135,CONCLUÍDA,
2136,CONCLUÍDA,
2137,CONCLUÍDA,
2138,CONCLUÍDA,
2139,CONCLUÍDA,
2140,CONCLUÍDA,
2141,CONCLUÍDA,
2142,CONCLUÍDA,
2143,CONCLUÍDA,
2144,CONCLUÍDA,
2145,IMPEDIDA,Conflito com decisão DECISAO-002 (testes)
2146,CONCLUÍDA,
2147,CONCLUÍDA,
2148,CONCLUÍDA,
2149,CONCLUÍDA,
2150,CONCLUÍDA,
2151,CONCLUÍDA,
2152,CONCLUÍDA,
2153,CONCLUÍDA,
2154,CONCLUÍDA,
2155,CONCLUÍDA,
2156,CONCLUÍDA,
2157,CONCLUÍDA,
2158,IMPEDIDA,Falha em integração cross-repo (testes)
2159,CONCLUÍDA,
2160,CONCLUÍDA,
2161,CONCLUÍDA,
2162,CONCLUÍDA,
2163,CONCLUÍDA,
2164,CONCLUÍDA,
2165,CONCLUÍDA,
2166,CONCLUÍDA,
2167,CONCLUÍDA,
2168,CONCLUÍDA,
2169,CONCLUÍDA,
2170,CONCLUÍDA,
2171,IMPEDIDA,Dados de teste inexistentes (testes)
2172,CONCLUÍDA,
2173,CONCLUÍDA,
2174,CONCLUÍDA,
2175,CONCLUÍDA,
2176,CONCLUÍDA,
2177,CONCLUÍDA,
2178,CONCLUÍDA,
2179,CONCLUÍDA,
2180,CONCLUÍDA,
2181,CONCLUÍDA,
2182,CONCLUÍDA,
2183,CONCLUÍDA,
2184,IMPEDIDA,Erro de parsing de schema (testes)
2185,CONCLUÍDA,
2186,CONCLUÍDA,
2187,CONCLUÍDA,
2188,CONCLUÍDA,
2189,CONCLUÍDA,
2190,CONCLUÍDA,
2191,CONCLUÍDA,
2192,CONCLUÍDA,
2193,CONCLUÍDA,
2194,CONCLUÍDA,
2195,CONCLUÍDA,
2196,CONCLUÍDA,
2197,IMPEDIDA,Dependência externa indisponível (testes)
2198,CONCLUÍDA,
2199,CONCLUÍDA,
2200,CONCLUÍDA,
2201,CONCLUÍDA,
2202,CONCLUÍDA,
2203,CONCLUÍDA,
2204,CONCLUÍDA,
2205,CONCLUÍDA,
2206,CONCLUÍDA,
2207,CONCLUÍDA,
2208,CONCLUÍDA,
2209,CONCLUÍDA,
2210,IMPEDIDA,Ambiguidade de requisitos de qualidade
2211,CONCLUÍDA,
2212,CONCLUÍDA,
2213,CONCLUÍDA,
2214,CONCLUÍDA,
2215,CONCLUÍDA,
2216,CONCLUÍDA,
2217,CONCLUÍDA,
2218,CONCLUÍDA,
2219,CONCLUÍDA,
2220,CONCLUÍDA,
2221,CONCLUÍDA,
2222,CONCLUÍDA,
2223,IMPEDIDA,Permissão insuficiente (acesso a testes)
2224,CONCLUÍDA,
2225,CONCLUÍDA,
2226,CONCLUÍDA,
2227,CONCLUÍDA,
2228,CONCLUÍDA,
2229,CONCLUÍDA,
2230,CONCLUÍDA,
2231,CONCLUÍDA,
2232,CONCLUÍDA,
2233,CONCLUÍDA,
2234,CONCLUÍDA,
2235,CONCLUÍDA,
2236,IMPEDIDA,Conflito com decisão DECISAO-002 (testes)
2237,CONCLUÍDA,
2238,CONCLUÍDA,
2239,CONCLUÍDA,
2240,CONCLUÍDA,
2241,CONCLUÍDA,
2242,CONCLUÍDA,
2243,CONCLUÍDA,
2244,CONCLUÍDA,
2245,CONCLUÍDA,
2246,CONCLUÍDA,
2247,CONCLUÍDA,
2248,CONCLUÍDA,
2249,IMPEDIDA,Falha em integração cross-repo (testes)
2250,CONCLUÍDA,
2251,CONCLUÍDA,
2252,CONCLUÍDA,
2253,CONCLUÍDA,
2254,CONCLUÍDA,
2255,CONCLUÍDA,
2256,CONCLUÍDA,
2257,CONCLUÍDA,
2258,CONCLUÍDA,
2259,CONCLUÍDA,
2260,CONCLUÍDA,
2261,CONCLUÍDA,
2262,IMPEDIDA,Dados de teste inexistentes (testes)
2263,CONCLUÍDA,
2264,CONCLUÍDA,
2265,CONCLUÍDA,
2266,CONCLUÍDA,
2267,CONCLUÍDA,
2268,CONCLUÍDA,
2269,CONCLUÍDA,
2270,CONCLUÍDA,
2271,CONCLUÍDA,
2272,CONCLUÍDA,
2273,CONCLUÍDA,
2274,CONCLUÍDA,
2275,IMPEDIDA,Erro de parsing de schema (testes)
2276,CONCLUÍDA,
2277,CONCLUÍDA,
2278,CONCLUÍDA,
2279,CONCLUÍDA,
2280,CONCLUÍDA,
2281,CONCLUÍDA,
2282,CONCLUÍDA,
2283,CONCLUÍDA,
2284,CONCLUÍDA,
2285,CONCLUÍDA,
2286,CONCLUÍDA,
2287,CONCLUÍDA,
2288,IMPEDIDA,Dependência externa indisponível (testes)
2289,CONCLUÍDA,
2290,CONCLUÍDA,
2291,CONCLUÍDA,
2292,CONCLUÍDA,
2293,CONCLUÍDA,
2294,CONCLUÍDA,
2295,CONCLUÍDA,
2296,CONCLUÍDA,
2297,CONCLUÍDA,
2298,CONCLUÍDA,
2299,CONCLUÍDA,
2300,CONCLUÍDA,
2301,IMPEDIDA,Ambiguidade de requisitos de qualidade
2302,CONCLUÍDA,
2303,CONCLUÍDA,
2304,CONCLUÍDA,
2305,CONCLUÍDA,
2306,CONCLUÍDA,
2307,CONCLUÍDA,
2308,CONCLUÍDA,
2309,CONCLUÍDA,
2310,CONCLUÍDA,
2311,CONCLUÍDA,
2312,CONCLUÍDA,
2313,CONCLUÍDA,
2314,IMPEDIDA,Permissão insuficiente (acesso a testes)
2315,CONCLUÍDA,
2316,CONCLUÍDA,
2317,CONCLUÍDA,
2318,CONCLUÍDA,
2319,CONCLUÍDA,
2320,CONCLUÍDA,
2321,CONCLUÍDA,
2322,CONCLUÍDA,
2323,CONCLUÍDA,
2324,CONCLUÍDA,
2325,CONCLUÍDA,
2326,CONCLUÍDA,
2327,IMPEDIDA,Conflito com decisão DECISAO-002 (testes)
2328,CONCLUÍDA,
2329,CONCLUÍDA,
2330,CONCLUÍDA,
2331,CONCLUÍDA,
2332,CONCLUÍDA,
2333,CONCLUÍDA,
2334,CONCLUÍDA,
2335,CONCLUÍDA,
2336,CONCLUÍDA,
2337,CONCLUÍDA,
2338,CONCLUÍDA,
2339,CONCLUÍDA,
2340,IMPEDIDA,Falha em integração cross-repo (testes)
2341,CONCLUÍDA,
2342,CONCLUÍDA,
2343,CONCLUÍDA,
2344,CONCLUÍDA,
2345,CONCLUÍDA,
2346,CONCLUÍDA,
2347,CONCLUÍDA,
2348,CONCLUÍDA,
2349,CONCLUÍDA,
2350,CONCLUÍDA,
2351,CONCLUÍDA,
2352,CONCLUÍDA,
2353,IMPEDIDA,Dados de teste inexistentes (testes)
2354,CONCLUÍDA,
2355,CONCLUÍDA,
2356,CONCLUÍDA,
2357,CONCLUÍDA,
2358,CONCLUÍDA,
2359,CONCLUÍDA,
2360,CONCLUÍDA,
2361,CONCLUÍDA,
2362,CONCLUÍDA,
2363,CONCLUÍDA,
2364,CONCLUÍDA,
2365,CONCLUÍDA,
2366,IMPEDIDA,Erro de parsing de schema (testes)
2367,CONCLUÍDA,
2368,CONCLUÍDA,
2369,CONCLUÍDA,
2370,CONCLUÍDA,
2371,CONCLUÍDA,
2372,CONCLUÍDA,
2373,CONCLUÍDA,
2374,CONCLUÍDA,
2375,CONCLUÍDA,
2376,CONCLUÍDA,
2377,CONCLUÍDA,
2378,CONCLUÍDA,
2379,IMPEDIDA,Dependência externa indisponível (testes)
2380,CONCLUÍDA,
2381,CONCLUÍDA,
2382,CONCLUÍDA,
2383,CONCLUÍDA,
2384,CONCLUÍDA,
2385,CONCLUÍDA,
2386,CONCLUÍDA,
2387,CONCLUÍDA,
2388,CONCLUÍDA,
2389,CONCLUÍDA,
2390,CONCLUÍDA,
2391,CONCLUÍDA,
2392,IMPEDIDA,Ambiguidade de requisitos de qualidade
2393,CONCLUÍDA,
2394,CONCLUÍDA,
2395,CONCLUÍDA,
2396,CONCLUÍDA,
2397,CONCLUÍDA,
2398,CONCLUÍDA,
2399,CONCLUÍDA,
2400,CONCLUÍDA,
2401,CONCLUÍDA,
2402,CONCLUÍDA,
2403,CONCLUÍDA,
2404,CONCLUÍDA,
2405,IMPEDIDA,Permissão insuficiente (acesso a testes)
2406,CONCLUÍDA,
2407,CONCLUÍDA,
2408,CONCLUÍDA,
2409,CONCLUÍDA,
2410,CONCLUÍDA,
2411,CONCLUÍDA,
2412,CONCLUÍDA,
2413,CONCLUÍDA,
2414,CONCLUÍDA,
2415,CONCLUÍDA,
2416,CONCLUÍDA,
2417,CONCLUÍDA,
2418,IMPEDIDA,Conflito com decisão DECISAO-002 (testes)
2419,CONCLUÍDA,
2420,CONCLUÍDA,
2421,CONCLUÍDA,
2422,CONCLUÍDA,
2423,CONCLUÍDA,
2424,CONCLUÍDA,
2425,CONCLUÍDA,
2426,CONCLUÍDA,
2427,CONCLUÍDA,
2428,CONCLUÍDA,
2429,CONCLUÍDA,
2430,CONCLUÍDA,
2431,IMPEDIDA,Falha em integração cross-repo (testes)
2432,CONCLUÍDA,
2433,CONCLUÍDA,
2434,CONCLUÍDA,
2435,CONCLUÍDA,
2436,CONCLUÍDA,
2437,CONCLUÍDA,
2438,CONCLUÍDA,
2439,CONCLUÍDA,
2440,CONCLUÍDA,
2441,CONCLUÍDA,
2442,CONCLUÍDA,
2443,CONCLUÍDA,
2444,IMPEDIDA,Dados de teste inexistentes (testes)
2445,CONCLUÍDA,
2446,CONCLUÍDA,
2447,CONCLUÍDA,
2448,CONCLUÍDA,
2449,CONCLUÍDA,
2450,CONCLUÍDA,
2451,CONCLUÍDA,
2452,CONCLUÍDA,
2453,CONCLUÍDA,
2454,CONCLUÍDA,
2455,CONCLUÍDA,
2456,CONCLUÍDA,
2457,IMPEDIDA,Erro de parsing de schema (testes)
2458,CONCLUÍDA,
2459,CONCLUÍDA,
2460,CONCLUÍDA,
2461,CONCLUÍDA,
2462,CONCLUÍDA,
2463,CONCLUÍDA,
2464,CONCLUÍDA,
2465,CONCLUÍDA,
2466,CONCLUÍDA,
2467,CONCLUÍDA,
2468,CONCLUÍDA,
2469,CONCLUÍDA,
2470,IMPEDIDA,Dependência externa indisponível (testes)
2471,CONCLUÍDA,
2472,CONCLUÍDA,
2473,CONCLUÍDA,
2474,CONCLUÍDA,
2475,CONCLUÍDA,
2476,CONCLUÍDA,
2477,CONCLUÍDA,
2478,CONCLUÍDA,
2479,CONCLUÍDA,
2480,CONCLUÍDA,
2481,CONCLUÍDA,
2482,CONCLUÍDA,
2483,IMPEDIDA,Ambiguidade de requisitos de qualidade
2484,CONCLUÍDA,
2485,CONCLUÍDA,
2486,CONCLUÍDA,
2487,CONCLUÍDA,
2488,CONCLUÍDA,
2489,CONCLUÍDA,
2490,CONCLUÍDA,
2491,CONCLUÍDA,
2492,CONCLUÍDA,
2493,CONCLUÍDA,
2494,CONCLUÍDA,
2495,CONCLUÍDA,
2496,IMPEDIDA,Permissão insuficiente (acesso a testes)
2497,CONCLUÍDA,
2498,CONCLUÍDA,
2499,CONCLUÍDA,
2500,CONCLUÍDA,
2501,CONCLUÍDA,
2502,CONCLUÍDA,
2503,CONCLUÍDA,
2504,CONCLUÍDA,
2505,CONCLUÍDA,
2506,CONCLUÍDA,
2507,CONCLUÍDA,
2508,CONCLUÍDA,
2509,IMPEDIDA,Conflito com decisão DECISAO-002 (testes)
2510,CONCLUÍDA,
2511,CONCLUÍDA,
2512,CONCLUÍDA,
2513,CONCLUÍDA,
2514,CONCLUÍDA,
2515,CONCLUÍDA,
2516,CONCLUÍDA,
2517,CONCLUÍDA,
2518,CONCLUÍDA,
2519,CONCLUÍDA,
2520,CONCLUÍDA,
2521,CONCLUÍDA,
2522,IMPEDIDA,Falha em integração cross-repo (testes)
2523,CONCLUÍDA,
2524,CONCLUÍDA,
2525,CONCLUÍDA,
2526,CONCLUÍDA,
2527,CONCLUÍDA,
2528,CONCLUÍDA,
2529,CONCLUÍDA,
2530,CONCLUÍDA,
2531,CONCLUÍDA,
2532,CONCLUÍDA,
2533,CONCLUÍDA,
2534,CONCLUÍDA,
2535,IMPEDIDA,Dados de teste inexistentes (testes)
2536,CONCLUÍDA,
2537,CONCLUÍDA,
2538,CONCLUÍDA,
2539,CONCLUÍDA,
2540,CONCLUÍDA,
2541,CONCLUÍDA,
2542,CONCLUÍDA,
2543,CONCLUÍDA,
2544,CONCLUÍDA,
2545,CONCLUÍDA,
2546,CONCLUÍDA,
2547,CONCLUÍDA,
2548,IMPEDIDA,Erro de parsing de schema (testes)
2549,CONCLUÍDA,
2550,CONCLUÍDA,
2551,CONCLUÍDA,
2552,CONCLUÍDA,
2553,CONCLUÍDA,
2554,CONCLUÍDA,
2555,CONCLUÍDA,
2556,CONCLUÍDA,
2557,CONCLUÍDA,
2558,CONCLUÍDA,
2559,CONCLUÍDA,
2560,CONCLUÍDA,
2561,IMPEDIDA,Dependência externa indisponível (testes)
2562,CONCLUÍDA,
2563,CONCLUÍDA,
2564,CONCLUÍDA,
2565,CONCLUÍDA,
2566,CONCLUÍDA,
2567,CONCLUÍDA,
2568,CONCLUÍDA,
2569,CONCLUÍDA,
2570,CONCLUÍDA,
2571,CONCLUÍDA,
2572,CONCLUÍDA,
2573,CONCLUÍDA,
2574,IMPEDIDA,Ambiguidade de requisitos de qualidade
2575,CONCLUÍDA,
2576,CONCLUÍDA,
2577,CONCLUÍDA,
2578,CONCLUÍDA,
2579,CONCLUÍDA,
2580,CONCLUÍDA,
2581,CONCLUÍDA,
2582,CONCLUÍDA,
2583,CONCLUÍDA,
2584,CONCLUÍDA,
2585,CONCLUÍDA,
2586,CONCLUÍDA,
2587,IMPEDIDA,Permissão insuficiente (acesso a testes)
2588,CONCLUÍDA,
2589,CONCLUÍDA,
2590,CONCLUÍDA,
2591,CONCLUÍDA,
2592,CONCLUÍDA,
2593,CONCLUÍDA,
2594,CONCLUÍDA,
2595,CONCLUÍDA,
2596,CONCLUÍDA,
2597,CONCLUÍDA,
2598,CONCLUÍDA,
2599,CONCLUÍDA,
2600,IMPEDIDA,Conflito com decisão DECISAO-002 (testes)
2601,CONCLUÍDA,
2602,CONCLUÍDA,
2603,CONCLUÍDA,
2604,CONCLUÍDA,
2605,CONCLUÍDA,
2606,CONCLUÍDA,
2607,CONCLUÍDA,
2608,CONCLUÍDA,
2609,CONCLUÍDA,
2610,CONCLUÍDA,
2611,CONCLUÍDA,
2612,CONCLUÍDA,
2613,IMPEDIDA,Falha em integração cross-repo (testes)
2614,CONCLUÍDA,
2615,CONCLUÍDA,
2616,CONCLUÍDA,
2617,CONCLUÍDA,
2618,CONCLUÍDA,
2619,CONCLUÍDA,
2620,CONCLUÍDA,
2621,CONCLUÍDA,
2622,CONCLUÍDA,
2623,CONCLUÍDA,
2624,CONCLUÍDA,
2625,CONCLUÍDA,
2626,IMPEDIDA,Dados de teste inexistentes (testes)
2627,CONCLUÍDA,
2628,CONCLUÍDA,
2629,CONCLUÍDA,
2630,CONCLUÍDA,
2631,CONCLUÍDA,
2632,CONCLUÍDA,
2633,CONCLUÍDA,
2634,CONCLUÍDA,
2635,CONCLUÍDA,
2636,CONCLUÍDA,
2637,CONCLUÍDA,
2638,CONCLUÍDA,
2639,IMPEDIDA,Erro de parsing de schema (testes)
2640,CONCLUÍDA,
2641,CONCLUÍDA,
2642,CONCLUÍDA,
2643,CONCLUÍDA,
2644,CONCLUÍDA,
2645,CONCLUÍDA,
2646,CONCLUÍDA,
2647,CONCLUÍDA,
2648,CONCLUÍDA,
2649,CONCLUÍDA,
2650,CONCLUÍDA,
2651,CONCLUÍDA,
2652,IMPEDIDA,Dependência externa indisponível (testes)
2653,CONCLUÍDA,
2654,CONCLUÍDA,
2655,CONCLUÍDA,
2656,CONCLUÍDA,
2657,CONCLUÍDA,
2658,CONCLUÍDA,
2659,CONCLUÍDA,
2660,CONCLUÍDA,
2661,CONCLUÍDA,
2662,CONCLUÍDA,
2663,CONCLUÍDA,
2664,CONCLUÍDA,
2665,IMPEDIDA,Ambiguidade de requisitos de qualidade
2666,CONCLUÍDA,
2667,CONCLUÍDA,
2668,CONCLUÍDA,
2669,CONCLUÍDA,
2670,CONCLUÍDA,
2671,CONCLUÍDA,
2672,CONCLUÍDA,
2673,CONCLUÍDA,
2674,CONCLUÍDA,
2675,CONCLUÍDA,
2676,CONCLUÍDA,
2677,CONCLUÍDA,
2678,IMPEDIDA,Permissão insuficiente (acesso a testes)
2679,CONCLUÍDA,
2680,CONCLUÍDA,
2681,CONCLUÍDA,
2682,CONCLUÍDA,
2683,CONCLUÍDA,
2684,CONCLUÍDA,
2685,CONCLUÍDA,
2686,CONCLUÍDA,
2687,CONCLUÍDA,
2688,CONCLUÍDA,
2689,CONCLUÍDA,
2690,CONCLUÍDA,
2691,IMPEDIDA,Conflito com decisão DECISAO-002 (testes)
2692,CONCLUÍDA,
2693,CONCLUÍDA,
2694,CONCLUÍDA,
2695,CONCLUÍDA,
2696,CONCLUÍDA,
2697,CONCLUÍDA,
2698,CONCLUÍDA,
2699,CONCLUÍDA,
2700,CONCLUÍDA,
2701,CONCLUÍDA,
2702,CONCLUÍDA,
2703,CONCLUÍDA,
2704,IMPEDIDA,Falha em integração cross-repo (testes)
2705,CONCLUÍDA,
2706,CONCLUÍDA,
2707,CONCLUÍDA,
2708,CONCLUÍDA,
2709,CONCLUÍDA,
2710,CONCLUÍDA,
2711,CONCLUÍDA,
2712,CONCLUÍDA,
2713,CONCLUÍDA,
2714,CONCLUÍDA,
2715,CONCLUÍDA,
2716,CONCLUÍDA,
2717,IMPEDIDA,Dados de teste inexistentes (testes)
2718,CONCLUÍDA,
2719,CONCLUÍDA,
2720,CONCLUÍDA,
2721,CONCLUÍDA,
2722,CONCLUÍDA,
2723,CONCLUÍDA,
2724,CONCLUÍDA,
2725,CONCLUÍDA,
2726,CONCLUÍDA,
2727,CONCLUÍDA,
2728,CONCLUÍDA,
2729,CONCLUÍDA,
2730,IMPEDIDA,Erro de parsing de schema (testes)
2731,CONCLUÍDA,
2732,CONCLUÍDA,
2733,CONCLUÍDA,
2734,CONCLUÍDA,
2735,CONCLUÍDA,
2736,CONCLUÍDA,
2737,CONCLUÍDA,
2738,CONCLUÍDA,
2739,CONCLUÍDA,
2740,CONCLUÍDA,
2741,CONCLUÍDA,
2742,CONCLUÍDA,
2743,IMPEDIDA,Dependência externa indisponível (testes)
2744,CONCLUÍDA,
2745,CONCLUÍDA,
2746,CONCLUÍDA,
2747,CONCLUÍDA,
2748,CONCLUÍDA,
2749,CONCLUÍDA,
2750,CONCLUÍDA,
2751,CONCLUÍDA,
2752,CONCLUÍDA,
2753,CONCLUÍDA,
2754,CONCLUÍDA,
2755,CONCLUÍDA,
2756,IMPEDIDA,Ambiguidade de requisitos de qualidade
2757,CONCLUÍDA,
2758,CONCLUÍDA,
2759,CONCLUÍDA,
2760,CONCLUÍDA,
2761,CONCLUÍDA,
2762,CONCLUÍDA,
2763,CONCLUÍDA,
2764,CONCLUÍDA,
2765,CONCLUÍDA,
2766,CONCLUÍDA,
2767,CONCLUÍDA,
2768,CONCLUÍDA,
2769,IMPEDIDA,Permissão insuficiente (acesso a testes)
2770,CONCLUÍDA,
2771,CONCLUÍDA,
2772,CONCLUÍDA,
2773,CONCLUÍDA,
2774,CONCLUÍDA,
2775,CONCLUÍDA,
2776,CONCLUÍDA,
2777,CONCLUÍDA,
2778,CONCLUÍDA,
2779,CONCLUÍDA,
2780,CONCLUÍDA,
2781,CONCLUÍDA,
2782,IMPEDIDA,Conflito com decisão DECISAO-002 (testes)
2783,CONCLUÍDA,
2784,CONCLUÍDA,
2785,CONCLUÍDA,
2786,CONCLUÍDA,
2787,CONCLUÍDA,
2788,CONCLUÍDA,
2789,CONCLUÍDA,
2790,CONCLUÍDA,
2791,CONCLUÍDA,
2792,CONCLUÍDA,
2793,CONCLUÍDA,
2794,CONCLUÍDA,
2795,IMPEDIDA,Falha em integração cross-repo (testes)
2796,CONCLUÍDA,
2797,CONCLUÍDA,
2798,CONCLUÍDA,
2799,CONCLUÍDA,
2800,CONCLUÍDA,
2801,CONCLUÍDA,
2802,CONCLUÍDA,
2803,CONCLUÍDA,
2804,CONCLUÍDA,
2805,CONCLUÍDA,
2806,CONCLUÍDA,
2807,CONCLUÍDA,
2808,IMPEDIDA,Dados de teste inexistentes (testes)
2809,CONCLUÍDA,
2810,CONCLUÍDA,
2811,CONCLUÍDA,
2812,CONCLUÍDA,
2813,CONCLUÍDA,
2814,CONCLUÍDA,
2815,CONCLUÍDA,
2816,CONCLUÍDA,
2817,CONCLUÍDA,
2818,CONCLUÍDA,
2819,CONCLUÍDA,
2820,CONCLUÍDA,
2821,IMPEDIDA,Erro de parsing de schema (testes)
2822,CONCLUÍDA,
2823,CONCLUÍDA,
2824,CONCLUÍDA,
2825,CONCLUÍDA,
2826,CONCLUÍDA,
2827,CONCLUÍDA,
2828,CONCLUÍDA,
2829,CONCLUÍDA,
2830,CONCLUÍDA,
2831,CONCLUÍDA,
2832,CONCLUÍDA,
2833,CONCLUÍDA,
2834,IMPEDIDA,Dependência externa indisponível (testes)
2835,CONCLUÍDA,
2836,CONCLUÍDA,
2837,CONCLUÍDA,
2838,CONCLUÍDA,
2839,CONCLUÍDA,
2840,CONCLUÍDA,
2841,CONCLUÍDA,
2842,CONCLUÍDA,
2843,CONCLUÍDA,
2844,CONCLUÍDA,
2845,CONCLUÍDA,
2846,CONCLUÍDA,
2847,IMPEDIDA,Ambiguidade de requisitos de qualidade
2848,CONCLUÍDA,
2849,CONCLUÍDA,
2850,CONCLUÍDA,
2851,CONCLUÍDA,
2852,CONCLUÍDA,
2853,CONCLUÍDA,
2854,CONCLUÍDA,
2855,CONCLUÍDA,
2856,CONCLUÍDA,
2857,CONCLUÍDA,
2858,CONCLUÍDA,
2859,CONCLUÍDA,
2860,IMPEDIDA,Permissão insuficiente (acesso a testes)
2861,CONCLUÍDA,
2862,CONCLUÍDA,
2863,CONCLUÍDA,
2864,CONCLUÍDA,
2865,CONCLUÍDA,
2866,CONCLUÍDA,
2867,CONCLUÍDA,
2868,CONCLUÍDA,
2869,CONCLUÍDA,
2870,CONCLUÍDA,
2871,CONCLUÍDA,
2872,CONCLUÍDA,
2873,IMPEDIDA,Conflito com decisão DECISAO-002 (testes)
2874,CONCLUÍDA,
2875,CONCLUÍDA,
2876,CONCLUÍDA,
2877,CONCLUÍDA,
2878,CONCLUÍDA,
2879,CONCLUÍDA,
2880,CONCLUÍDA,
2881,CONCLUÍDA,
2882,CONCLUÍDA,
2883,CONCLUÍDA,
2884,CONCLUÍDA,
2885,CONCLUÍDA,
2886,IMPEDIDA,Falha em integração cross-repo (testes)
2887,CONCLUÍDA,
2888,CONCLUÍDA,
2889,CONCLUÍDA,
2890,CONCLUÍDA,
2891,CONCLUÍDA,
2892,CONCLUÍDA,
2893,CONCLUÍDA,
2894,CONCLUÍDA,
2895,CONCLUÍDA,
2896,CONCLUÍDA,
2897,CONCLUÍDA,
2898,CONCLUÍDA,
2899,IMPEDIDA,Dados de teste inexistentes (testes)
2900,CONCLUÍDA,
2901,CONCLUÍDA,
2902,CONCLUÍDA,
2903,CONCLUÍDA,
2904,CONCLUÍDA,
2905,CONCLUÍDA,
2906,CONCLUÍDA,
2907,CONCLUÍDA,
2908,CONCLUÍDA,
2909,CONCLUÍDA,
2910,CONCLUÍDA,
2911,CONCLUÍDA,
2912,IMPEDIDA,Erro de parsing de schema (testes)
2913,CONCLUÍDA,
2914,CONCLUÍDA,
2915,CONCLUÍDA,
2916,CONCLUÍDA,
2917,CONCLUÍDA,
2918,CONCLUÍDA,
2919,CONCLUÍDA,
2920,CONCLUÍDA,
2921,CONCLUÍDA,
2922,CONCLUÍDA,
