id,status,observacao
1301,CONCLUÍDA,
1302,CONCLUÍDA,
1303,CONCLUÍDA,
1304,CONCLUÍDA,
1305,CONCLUÍDA,
1306,CONCLUÍDA,
1307,CONCLUÍDA,
1308,CONCLUÍDA,
1309,CONCLUÍDA,
1310,CONCLUÍDA,
1311,CONCLUÍDA,
1312,CONCLUÍDA,
1313,IMPEDIDA,Permissão insuficiente (acesso a repositório docs)
1314,CONCLUÍDA,
1315,CONCLUÍDA,
1316,CONCLUÍDA,
1317,CONCLUÍDA,
1318,CONCLUÍDA,
1319,CONCLUÍDA,
1320,CONCLUÍDA,
1321,CONCLUÍDA,
1322,CONCLUÍDA,
1323,CONCLUÍDA,
1324,CONCLUÍDA,
1325,CONCLUÍDA,
1326,IMPEDIDA,Conflito com decisão DECISAO-002 (docs)
1327,CONCLUÍDA,
1328,CONCLUÍDA,
1329,CONCLUÍDA,
1330,CONCLUÍDA,
1331,CONCLUÍDA,
1332,CONCLUÍDA,
1333,CONCLUÍDA,
1334,CONCLUÍDA,
1335,CONCLUÍDA,
1336,CONCLUÍDA,
1337,CONCLUÍDA,
1338,CONCLUÍDA,
1339,IMPEDIDA,Falha em integração cross-repo (docs)
1340,CONCLUÍDA,
1341,CONCLUÍDA,
1342,CONCLUÍDA,
1343,CONCLUÍDA,
1344,CONCLUÍDA,
1345,CONCLUÍDA,
1346,CONCLUÍDA,
1347,CONCLUÍDA,
1348,CONCLUÍDA,
1349,CONCLUÍDA,
1350,CONCLUÍDA,
1351,CONCLUÍDA,
1352,IMPEDIDA,Dados de teste inexistentes (docs)
1353,CONCLUÍDA,
1354,CONCLUÍDA,
1355,CONCLUÍDA,
1356,CONCLUÍDA,
1357,CONCLUÍDA,
1358,CONCLUÍDA,
1359,CONCLUÍDA,
1360,CONCLUÍDA,
1361,CONCLUÍDA,
1362,CONCLUÍDA,
1363,CONCLUÍDA,
1364,CONCLUÍDA,
1365,IMPEDIDA,Erro de parsing de schema (docs)
1366,CONCLUÍDA,
1367,CONCLUÍDA,
1368,CONCLUÍDA,
1369,CONCLUÍDA,
1370,CONCLUÍDA,
1371,CONCLUÍDA,
1372,CONCLUÍDA,
1373,CONCLUÍDA,
1374,CONCLUÍDA,
1375,CONCLUÍDA,
1376,CONCLUÍDA,
1377,CONCLUÍDA,
1378,IMPEDIDA,Dependência externa indisponível (provedor de docs)
1379,CONCLUÍDA,
1380,CONCLUÍDA,
1381,CONCLUÍDA,
1382,CONCLUÍDA,
1383,CONCLUÍDA,
1384,CONCLUÍDA,
1385,CONCLUÍDA,
1386,CONCLUÍDA,
1387,CONCLUÍDA,
1388,CONCLUÍDA,
1389,CONCLUÍDA,
1390,CONCLUÍDA,
1391,IMPEDIDA,Ambiguidade de requisitos de documentação
1392,CONCLUÍDA,
1393,CONCLUÍDA,
1394,CONCLUÍDA,
1395,CONCLUÍDA,
1396,CONCLUÍDA,
1397,CONCLUÍDA,
1398,CONCLUÍDA,
1399,CONCLUÍDA,
1400,CONCLUÍDA,
1401,CONCLUÍDA,
1402,CONCLUÍDA,
1403,CONCLUÍDA,
1404,IMPEDIDA,Permissão insuficiente (acesso a repositório docs)
1405,CONCLUÍDA,
1406,CONCLUÍDA,
1407,CONCLUÍDA,
1408,CONCLUÍDA,
1409,CONCLUÍDA,
1410,CONCLUÍDA,
1411,CONCLUÍDA,
1412,CONCLUÍDA,
1413,CONCLUÍDA,
1414,CONCLUÍDA,
1415,CONCLUÍDA,
1416,CONCLUÍDA,
1417,IMPEDIDA,Conflito com decisão DECISAO-002 (docs)
1418,CONCLUÍDA,
1419,CONCLUÍDA,
1420,CONCLUÍDA,
1421,CONCLUÍDA,
1422,CONCLUÍDA,
1423,CONCLUÍDA,
1424,CONCLUÍDA,
1425,CONCLUÍDA,
1426,CONCLUÍDA,
1427,CONCLUÍDA,
1428,CONCLUÍDA,
1429,CONCLUÍDA,
1430,IMPEDIDA,Falha em integração cross-repo (docs)
1431,CONCLUÍDA,
1432,CONCLUÍDA,
1433,CONCLUÍDA,
1434,CONCLUÍDA,
1435,CONCLUÍDA,
1436,CONCLUÍDA,
1437,CONCLUÍDA,
1438,CONCLUÍDA,
1439,CONCLUÍDA,
1440,CONCLUÍDA,
1441,CONCLUÍDA,
1442,CONCLUÍDA,
1443,IMPEDIDA,Dados de teste inexistentes (docs)
1444,CONCLUÍDA,
1445,CONCLUÍDA,
1446,CONCLUÍDA,
1447,CONCLUÍDA,
1448,CONCLUÍDA,
1449,CONCLUÍDA,
1450,CONCLUÍDA,
1451,CONCLUÍDA,
1452,CONCLUÍDA,
1453,CONCLUÍDA,
1454,CONCLUÍDA,
1455,CONCLUÍDA,
1456,IMPEDIDA,Erro de parsing de schema (docs)
1457,CONCLUÍDA,
1458,CONCLUÍDA,
1459,CONCLUÍDA,
1460,CONCLUÍDA,
1461,CONCLUÍDA,
1462,CONCLUÍDA,
1463,CONCLUÍDA,
1464,CONCLUÍDA,
1465,CONCLUÍDA,
1466,CONCLUÍDA,
1467,CONCLUÍDA,
1468,CONCLUÍDA,
1469,IMPEDIDA,Dependência externa indisponível (provedor de docs)
1470,CONCLUÍDA,
1471,CONCLUÍDA,
1472,CONCLUÍDA,
1473,CONCLUÍDA,
1474,CONCLUÍDA,
1475,CONCLUÍDA,
1476,CONCLUÍDA,
1477,CONCLUÍDA,
1478,CONCLUÍDA,
1479,CONCLUÍDA,
1480,CONCLUÍDA,
1481,CONCLUÍDA,
1482,IMPEDIDA,Ambiguidade de requisitos de documentação
1483,CONCLUÍDA,
1484,CONCLUÍDA,
1485,CONCLUÍDA,
1486,CONCLUÍDA,
1487,CONCLUÍDA,
1488,CONCLUÍDA,
1489,CONCLUÍDA,
1490,CONCLUÍDA,
1491,CONCLUÍDA,
1492,CONCLUÍDA,
1493,CONCLUÍDA,
1494,CONCLUÍDA,
1495,IMPEDIDA,Permissão insuficiente (acesso a repositório docs)
1496,CONCLUÍDA,
1497,CONCLUÍDA,
1498,CONCLUÍDA,
1499,CONCLUÍDA,
1500,CONCLUÍDA,
1501,CONCLUÍDA,
1502,CONCLUÍDA,
1503,CONCLUÍDA,
1504,CONCLUÍDA,
1505,CONCLUÍDA,
1506,CONCLUÍDA,
1507,CONCLUÍDA,
1508,IMPEDIDA,Conflito com decisão DECISAO-002 (docs)
1509,CONCLUÍDA,
1510,CONCLUÍDA,
1511,CONCLUÍDA,
1512,CONCLUÍDA,
1513,CONCLUÍDA,
1514,CONCLUÍDA,
1515,CONCLUÍDA,
1516,CONCLUÍDA,
1517,CONCLUÍDA,
1518,CONCLUÍDA,
1519,CONCLUÍDA,
1520,CONCLUÍDA,
1521,IMPEDIDA,Falha em integração cross-repo (docs)
1522,CONCLUÍDA,
1523,CONCLUÍDA,
1524,CONCLUÍDA,
1525,CONCLUÍDA,
1526,CONCLUÍDA,
1527,CONCLUÍDA,
1528,CONCLUÍDA,
1529,CONCLUÍDA,
1530,CONCLUÍDA,
1531,CONCLUÍDA,
1532,CONCLUÍDA,
1533,CONCLUÍDA,
1534,IMPEDIDA,Dados de teste inexistentes (docs)
1535,CONCLUÍDA,
1536,CONCLUÍDA,
1537,CONCLUÍDA,
1538,CONCLUÍDA,
1539,CONCLUÍDA,
1540,CONCLUÍDA,
1541,CONCLUÍDA,
1542,CONCLUÍDA,
1543,CONCLUÍDA,
1544,CONCLUÍDA,
1545,CONCLUÍDA,
1546,CONCLUÍDA,
1547,IMPEDIDA,Erro de parsing de schema (docs)
1548,CONCLUÍDA,
1549,CONCLUÍDA,
1550,CONCLUÍDA,
1551,CONCLUÍDA,
1552,CONCLUÍDA,
1553,CONCLUÍDA,
1554,CONCLUÍDA,
1555,CONCLUÍDA,
1556,CONCLUÍDA,
1557,CONCLUÍDA,
1558,CONCLUÍDA,
1559,CONCLUÍDA,
1560,IMPEDIDA,Dependência externa indisponível (provedor de docs)
1561,CONCLUÍDA,
1562,CONCLUÍDA,
1563,CONCLUÍDA,
1564,CONCLUÍDA,
1565,CONCLUÍDA,
1566,CONCLUÍDA,
1567,CONCLUÍDA,
1568,CONCLUÍDA,
1569,CONCLUÍDA,
1570,CONCLUÍDA,
1571,CONCLUÍDA,
1572,CONCLUÍDA,
1573,IMPEDIDA,Ambiguidade de requisitos de documentação
1574,CONCLUÍDA,
1575,CONCLUÍDA,
1576,CONCLUÍDA,
1577,CONCLUÍDA,
1578,CONCLUÍDA,
1579,CONCLUÍDA,
1580,CONCLUÍDA,
1581,CONCLUÍDA,
1582,CONCLUÍDA,
1583,CONCLUÍDA,
1584,CONCLUÍDA,
1585,CONCLUÍDA,
1586,IMPEDIDA,Permissão insuficiente (acesso a repositório docs)
1587,CONCLUÍDA,
1588,CONCLUÍDA,
1589,CONCLUÍDA,
1590,CONCLUÍDA,
1591,CONCLUÍDA,
1592,CONCLUÍDA,
1593,CONCLUÍDA,
1594,CONCLUÍDA,
1595,CONCLUÍDA,
1596,CONCLUÍDA,
1597,CONCLUÍDA,
1598,CONCLUÍDA,
1599,IMPEDIDA,Conflito com decisão DECISAO-002 (docs)
1600,CONCLUÍDA,
1601,CONCLUÍDA,
1602,CONCLUÍDA,
1603,CONCLUÍDA,
1604,CONCLUÍDA,
1605,CONCLUÍDA,
1606,CONCLUÍDA,
1607,CONCLUÍDA,
1608,CONCLUÍDA,
1609,CONCLUÍDA,
1610,CONCLUÍDA,
1611,CONCLUÍDA,
1612,IMPEDIDA,Falha em integração cross-repo (docs)
1613,CONCLUÍDA,
1614,CONCLUÍDA,
1615,CONCLUÍDA,
1616,CONCLUÍDA,
1617,CONCLUÍDA,
1618,CONCLUÍDA,
1619,CONCLUÍDA,
1620,CONCLUÍDA,
1621,CONCLUÍDA,
1622,CONCLUÍDA,
1623,CONCLUÍDA,
1624,CONCLUÍDA,
1625,IMPEDIDA,Dados de teste inexistentes (docs)
1626,CONCLUÍDA,
1627,CONCLUÍDA,
1628,CONCLUÍDA,
1629,CONCLUÍDA,
1630,CONCLUÍDA,
1631,CONCLUÍDA,
1632,CONCLUÍDA,
1633,CONCLUÍDA,
1634,CONCLUÍDA,
1635,CONCLUÍDA,
1636,CONCLUÍDA,
1637,CONCLUÍDA,
1638,IMPEDIDA,Erro de parsing de schema (docs)
1639,CONCLUÍDA,
1640,CONCLUÍDA,
1641,CONCLUÍDA,
1642,CONCLUÍDA,
1643,CONCLUÍDA,
1644,CONCLUÍDA,
1645,CONCLUÍDA,
1646,CONCLUÍDA,
1647,CONCLUÍDA,
1648,CONCLUÍDA,
1649,CONCLUÍDA,
1650,CONCLUÍDA,
1651,IMPEDIDA,Dependência externa indisponível (provedor de docs)
1652,CONCLUÍDA,
1653,CONCLUÍDA,
1654,CONCLUÍDA,
1655,CONCLUÍDA,
1656,CONCLUÍDA,
1657,CONCLUÍDA,
1658,CONCLUÍDA,
1659,CONCLUÍDA,
1660,CONCLUÍDA,
1661,CONCLUÍDA,
1662,CONCLUÍDA,
1663,CONCLUÍDA,
1664,IMPEDIDA,Ambiguidade de requisitos de documentação
1665,CONCLUÍDA,
1666,CONCLUÍDA,
1667,CONCLUÍDA,
1668,CONCLUÍDA,
1669,CONCLUÍDA,
1670,CONCLUÍDA,
1671,CONCLUÍDA,
1672,CONCLUÍDA,
1673,CONCLUÍDA,
1674,CONCLUÍDA,
1675,CONCLUÍDA,
1676,CONCLUÍDA,
1677,IMPEDIDA,Permissão insuficiente (acesso a repositório docs)
1678,CONCLUÍDA,
1679,CONCLUÍDA,
1680,CONCLUÍDA,
1681,CONCLUÍDA,
1682,CONCLUÍDA,
1683,CONCLUÍDA,
1684,CONCLUÍDA,
1685,CONCLUÍDA,
1686,CONCLUÍDA,
1687,CONCLUÍDA,
1688,CONCLUÍDA,
1689,CONCLUÍDA,
1690,IMPEDIDA,Conflito com decisão DECISAO-002 (docs)
1691,CONCLUÍDA,
1692,CONCLUÍDA,
1693,CONCLUÍDA,
1694,CONCLUÍDA,
1695,CONCLUÍDA,
1696,CONCLUÍDA,
1697,CONCLUÍDA,
1698,CONCLUÍDA,
1699,CONCLUÍDA,
1700,CONCLUÍDA,
1701,CONCLUÍDA,
1702,CONCLUÍDA,
1703,IMPEDIDA,Falha em integração cross-repo (docs)
1704,CONCLUÍDA,
1705,CONCLUÍDA,
1706,CONCLUÍDA,
1707,CONCLUÍDA,
1708,CONCLUÍDA,
1709,CONCLUÍDA,
1710,CONCLUÍDA,
1711,CONCLUÍDA,
1712,CONCLUÍDA,
1713,CONCLUÍDA,
1714,CONCLUÍDA,
1715,CONCLUÍDA,
1716,IMPEDIDA,Dados de teste inexistentes (docs)
1717,CONCLUÍDA,
1718,CONCLUÍDA,
1719,CONCLUÍDA,
1720,CONCLUÍDA,
1721,CONCLUÍDA,
1722,CONCLUÍDA,
1723,CONCLUÍDA,
1724,CONCLUÍDA,
1725,CONCLUÍDA,
1726,CONCLUÍDA,
1727,CONCLUÍDA,
1728,CONCLUÍDA,
1729,IMPEDIDA,Erro de parsing de schema (docs)
1730,CONCLUÍDA,
1731,CONCLUÍDA,
1732,CONCLUÍDA,
1733,CONCLUÍDA,
1734,CONCLUÍDA,
1735,CONCLUÍDA,
1736,CONCLUÍDA,
1737,CONCLUÍDA,
1738,CONCLUÍDA,
1739,CONCLUÍDA,
1740,CONCLUÍDA,
1741,CONCLUÍDA,
1742,IMPEDIDA,Dependência externa indisponível (provedor de docs)
1743,CONCLUÍDA,
1744,CONCLUÍDA,
1745,CONCLUÍDA,
1746,CONCLUÍDA,
1747,CONCLUÍDA,
1748,CONCLUÍDA,
1749,CONCLUÍDA,
1750,CONCLUÍDA,
1751,CONCLUÍDA,
1752,CONCLUÍDA,
1753,CONCLUÍDA,
1754,CONCLUÍDA,
1755,IMPEDIDA,Ambiguidade de requisitos de documentação
1756,CONCLUÍDA,
1757,CONCLUÍDA,
1758,CONCLUÍDA,
1759,CONCLUÍDA,
1760,CONCLUÍDA,
1761,CONCLUÍDA,
1762,CONCLUÍDA,
1763,CONCLUÍDA,
1764,CONCLUÍDA,
1765,CONCLUÍDA,
1766,CONCLUÍDA,
1767,CONCLUÍDA,
1768,IMPEDIDA,Permissão insuficiente (acesso a repositório docs)
1769,CONCLUÍDA,
1770,CONCLUÍDA,
1771,CONCLUÍDA,
1772,CONCLUÍDA,
1773,CONCLUÍDA,
1774,CONCLUÍDA,
1775,CONCLUÍDA,
1776,CONCLUÍDA,
1777,CONCLUÍDA,
1778,CONCLUÍDA,
1779,CONCLUÍDA,
1780,CONCLUÍDA,
1781,IMPEDIDA,Conflito com decisão DECISAO-002 (docs)
1782,CONCLUÍDA,
1783,CONCLUÍDA,
1784,CONCLUÍDA,
1785,CONCLUÍDA,
1786,CONCLUÍDA,
1787,CONCLUÍDA,
1788,CONCLUÍDA,
1789,CONCLUÍDA,
1790,CONCLUÍDA,
1791,CONCLUÍDA,
1792,CONCLUÍDA,
1793,CONCLUÍDA,
1794,IMPEDIDA,Falha em integração cross-repo (docs)
1795,CONCLUÍDA,
1796,CONCLUÍDA,
1797,CONCLUÍDA,
1798,CONCLUÍDA,
1799,CONCLUÍDA,
1800,CONCLUÍDA,
1801,CONCLUÍDA,
1802,CONCLUÍDA,
1803,CONCLUÍDA,
1804,CONCLUÍDA,
1805,CONCLUÍDA,
1806,CONCLUÍDA,
1807,IMPEDIDA,Dados de teste inexistentes (docs)
1808,CONCLUÍDA,
1809,CONCLUÍDA,
1810,CONCLUÍDA,
1811,CONCLUÍDA,
1812,CONCLUÍDA,
1813,CONCLUÍDA,
1814,CONCLUÍDA,
1815,CONCLUÍDA,
1816,CONCLUÍDA,
1817,CONCLUÍDA,
1818,CONCLUÍDA,
1819,CONCLUÍDA,
1820,IMPEDIDA,Erro de parsing de schema (docs)
1821,CONCLUÍDA,
1822,CONCLUÍDA,
1823,CONCLUÍDA,
1824,CONCLUÍDA,
1825,CONCLUÍDA,
1826,CONCLUÍDA,
1827,CONCLUÍDA,
1828,CONCLUÍDA,
1829,CONCLUÍDA,
1830,CONCLUÍDA,
1831,CONCLUÍDA,
1832,CONCLUÍDA,
1833,IMPEDIDA,Dependência externa indisponível (provedor de docs)
1834,CONCLUÍDA,
1835,CONCLUÍDA,
1836,CONCLUÍDA,
1837,CONCLUÍDA,
1838,CONCLUÍDA,
1839,CONCLUÍDA,
1840,CONCLUÍDA,
1841,CONCLUÍDA,
1842,CONCLUÍDA,
1843,CONCLUÍDA,
1844,CONCLUÍDA,
1845,CONCLUÍDA,
1846,IMPEDIDA,Ambiguidade de requisitos de documentação
1847,CONCLUÍDA,
1848,CONCLUÍDA,
1849,CONCLUÍDA,
1850,CONCLUÍDA,
1851,CONCLUÍDA,
1852,CONCLUÍDA,
1853,CONCLUÍDA,
1854,CONCLUÍDA,
1855,CONCLUÍDA,
1856,CONCLUÍDA,
1857,CONCLUÍDA,
1858,CONCLUÍDA,
1859,IMPEDIDA,Permissão insuficiente (acesso a repositório docs)
1860,CONCLUÍDA,
1861,CONCLUÍDA,
1862,CONCLUÍDA,
1863,CONCLUÍDA,
1864,CONCLUÍDA,
1865,CONCLUÍDA,
1866,CONCLUÍDA,
1867,CONCLUÍDA,
1868,CONCLUÍDA,
1869,CONCLUÍDA,
1870,CONCLUÍDA,
1871,CONCLUÍDA,
1872,IMPEDIDA,Conflito com decisão DECISAO-002 (docs)
1873,CONCLUÍDA,
1874,CONCLUÍDA,
1875,CONCLUÍDA,
1876,CONCLUÍDA,
1877,CONCLUÍDA,
1878,CONCLUÍDA,
1879,CONCLUÍDA,
1880,CONCLUÍDA,
1881,CONCLUÍDA,
1882,CONCLUÍDA,
1883,CONCLUÍDA,
1884,CONCLUÍDA,
1885,IMPEDIDA,Falha em integração cross-repo (docs)
1886,CONCLUÍDA,
1887,CONCLUÍDA,
1888,CONCLUÍDA,
1889,CONCLUÍDA,
1890,CONCLUÍDA,
1891,CONCLUÍDA,
1892,CONCLUÍDA,
1893,CONCLUÍDA,
1894,CONCLUÍDA,
1895,CONCLUÍDA,
1896,CONCLUÍDA,
1897,CONCLUÍDA,
1898,IMPEDIDA,Dados de teste inexistentes (docs)
1899,CONCLUÍDA,
1900,CONCLUÍDA,
1901,CONCLUÍDA,
1902,CONCLUÍDA,
1903,CONCLUÍDA,
1904,CONCLUÍDA,
1905,CONCLUÍDA,
1906,CONCLUÍDA,
1907,CONCLUÍDA,
1908,CONCLUÍDA,
1909,CONCLUÍDA,
1910,CONCLUÍDA,
1911,IMPEDIDA,Erro de parsing de schema (docs)
1912,CONCLUÍDA,
1913,CONCLUÍDA,
1914,CONCLUÍDA,
1915,CONCLUÍDA,
1916,CONCLUÍDA,
1917,CONCLUÍDA,
1918,CONCLUÍDA,
